index,r_mean,g_mean,b_mean,rgb_mean,r_std,g_std,b_std,rgb_std,r_skew,g_skew,b_skew,rgb_skew,r_kurtosis,g_kurtosis,b_kurtosis,rgb_kurtosis,DateTime
1028,104.12097592172854,97.05517466492341,102.17611051052741,101.11742036572645,6.239011190138285,5.779384444583266,6.06202936060968,6.726037865198138,8.85319804920274,10.20245902056885,8.101789742981579,6.513662563359251,8.85319804920274,10.20245902056885,8.101789742981579,6.513662563359251,2021-12-29 21:15:35
1029,104.1073922923454,97.11464713139789,102.37907453623328,101.20037131999219,6.142237843221749,5.678080329801801,6.002564530018309,6.646596052174977,8.748408317291089,10.099760520522713,7.940339113189594,6.371697862410483,8.748408317291089,10.099760520522713,7.940339113189594,6.371697862410483,2021-12-29 21:16:06
1030,104.72578324822459,97.5343548391418,102.58173319080075,101.61395709272239,5.919052242782773,5.510673936580807,5.898195664114481,6.518042291101956,8.569975026844176,9.909334882286844,7.782688457290047,6.081181730034286,8.569975026844176,9.909334882286844,7.782688457290047,6.081181730034286,2021-12-29 21:16:37
1031,105.29287285754602,97.95330383551955,102.79648724395933,102.01422131234163,5.956128604001968,5.559562767815747,5.931698029977385,6.568150280754627,8.599928142134726,9.97096872393652,7.8514143671982755,6.108837600951081,8.599928142134726,9.97096872393652,7.8514143671982755,6.108837600951081,2021-12-29 21:17:08
1032,104.96681987132773,97.79676068815729,102.76246735861054,101.84201597269852,6.116693773477651,5.649562700791693,5.956260976682395,6.627826861720975,8.526320327796105,9.96647349070901,7.825307069571459,6.2149668774662805,8.526320327796105,9.96647349070901,7.825307069571459,6.2149668774662805,2021-12-29 21:17:39
1033,104.74099236075389,97.62120482449559,102.69651316506273,101.68623678343741,6.048013259134052,5.620941360655019,5.962015173918273,6.5978720288754085,8.653417702735995,9.989916180868903,7.89776106769387,6.246409637513019,8.653417702735995,9.989916180868903,7.89776106769387,6.246409637513019,2021-12-29 21:18:10
1034,109.34918796171267,100.79947643166652,104.06106005033293,104.73657481457072,6.308869076501131,5.639010400355466,5.83855632975281,6.902228414408461,6.429289322490651,8.69068052272523,7.7255276118045115,4.919784596600184,6.429289322490651,8.69068052272523,7.7255276118045115,4.919784596600184,2021-12-29 21:18:41
1035,107.99924659118513,99.83434723695774,103.58442911951303,103.80600764921863,5.621017500820034,5.295382347747828,5.786798049113878,6.494366274296613,9.115656172248825,10.48894557566047,7.92617073546273,5.798167758384081,9.115656172248825,10.48894557566047,7.92617073546273,5.798167758384081,2021-12-29 21:19:12
1036,106.06618225906993,98.47160545178184,102.96220397251514,102.49999722778897,5.988939501122871,5.5487003447975765,5.931773206277128,6.608092419863651,8.178254618022653,9.711114736191108,7.719209274869921,5.853737526972365,8.178254618022653,9.711114736191108,7.719209274869921,5.853737526972365,2021-12-29 21:19:43
1037,108.76173783918468,100.2949596068387,103.77720242305384,104.27796662302573,6.239510501165226,5.6714550212634345,5.897958209370647,6.88239586156041,6.5120822517562384,8.47545830699894,7.472515135247151,4.882413217568037,6.5120822517562384,8.47545830699894,7.472515135247151,4.882413217568037,2021-12-29 21:20:14
1038,110.26145189212892,101.31223063039408,104.18961398766146,105.25443217006149,6.691156961994379,5.869004561214132,5.856782172785374,7.194065394178576,4.8608751758837325,7.165857347281162,7.310182716233435,4.111153160090386,4.8608751758837325,7.165857347281162,7.310182716233435,4.111153160090386,2021-12-29 21:20:45
1039,111.31611070253558,102.02716737039894,104.4471536016268,105.93014389152044,5.6891960178985945,5.315636823047779,5.659666163749355,6.809206798235384,7.716923938564191,9.356489048118332,7.921953664822746,4.651572386773669,7.716923938564191,9.356489048118332,7.921953664822746,4.651572386773669,2021-12-29 21:21:16
1040,105.6339384269976,98.19538801949375,102.67989608562314,102.16974084403816,5.963713729092036,5.5499898118621696,5.931813217762286,6.572951646533864,8.619012334579335,10.089457737387566,7.907204465903393,6.148980116544914,8.619012334579335,10.089457737387566,7.907204465903393,6.148980116544914,2021-12-29 21:21:47
1041,117.23528089902692,106.50897370291781,107.24548116578433,110.32991192257636,6.0849098905804455,5.3651474371955485,5.356072929698728,7.4452637137175826,5.3416573065992825,7.924537911500684,8.289235035469945,3.3250023688899626,5.3416573065992825,7.924537911500684,8.289235035469945,3.3250023688899626,2021-12-29 21:22:18
1042,109.35048435178041,100.79171935728166,103.88438735773533,104.67553035559914,6.691139182802037,5.911629955738916,5.891821949829994,7.117990544291008,5.195568878493883,7.4977492174949765,7.56254319216352,4.467643062532354,5.195568878493883,7.4977492174949765,7.56254319216352,4.467643062532354,2021-12-29 21:22:49
1043,111.12873042856225,102.05095913664195,104.45743904410294,105.87904286976904,6.129261901442862,5.559319372990256,5.739042941827731,6.967660994562786,6.447079191735519,8.468292782270685,7.741395105501778,4.517911578022261,6.447079191735519,8.468292782270685,7.741395105501778,4.517911578022261,2021-12-29 21:23:20
1044,112.00406839643705,102.65236518347051,104.73821600071088,106.46488319353948,6.612949067527637,5.81407010470465,5.767271950460372,7.279999500608781,4.526240402409256,6.7185257559801554,7.150572640427281,3.696143617893865,4.526240402409256,6.7185257559801554,7.150572640427281,3.696143617893865,2021-12-29 21:23:51
1045,111.74846901389961,102.5401237916881,104.94871031905507,106.41243437488093,7.187673005267449,6.146440828000351,5.866575892918616,7.515952674661432,3.533554600872867,5.802193288230806,6.923456864587014,3.442740801852544,3.533554600872867,5.802193288230806,6.923456864587014,3.442740801852544,2021-12-29 21:25:16
1046,133.22416998885458,118.70869195325002,113.95568473686842,121.96284889299102,12.000470682194525,9.698912847736777,6.941392421801254,12.751270574748569,-0.021333574523199186,0.48517926441346637,2.4887396842725766,0.7890775483901682,-0.021333574523199186,0.48517926441346637,2.4887396842725766,0.7890775483901682,2021-12-29 21:25:47
1047,127.55354309779736,114.03743400277206,111.74216204775377,117.77771304944106,6.410839804020193,5.464392331267071,5.239517697517585,9.025803983038221,3.1196611396848013,5.766527437719324,7.16197647507304,1.7355011710875492,3.1196611396848013,5.766527437719324,7.16197647507304,1.7355011710875492,2021-12-29 21:26:39
1048,122.0903961083962,109.96893330082591,109.21216852914594,113.75716597945602,8.772200746342579,7.106653451511252,6.1228322655801355,9.476207701380025,1.0948947661270438,2.6762519034718513,4.855924833134057,1.5995219759458343,1.0948947661270438,2.6762519034718513,4.855924833134057,1.5995219759458343,2021-12-29 21:27:10
1049,125.16593630999586,112.3380858705204,110.58756376457475,116.03052864836367,7.1440536302774165,5.855031241898111,5.343952451416862,8.95530372566822,2.744288158892097,5.54387859268751,7.713909869917611,2.0394188749096993,2.744288158892097,5.54387859268751,7.713909869917611,2.0394188749096993,2021-12-29 21:27:41
